"Year","Beach ID","Beach Name","BeachDescription","State Code","County","WaterbodyName","WaterbodyType","Beach Status","Beach Access","Beach Owner","Reported","Tier"
"2017","MA804678","Estey Avenue","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA514992","Eugenia Fortes","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA514992","Eugenia Fortes","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA815901","Falmouth Associates - 564 Surf Drive","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA815901","Falmouth Associates - 564 Surf Drive","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA723858","Falmouth Heights East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA723858","Falmouth Heights East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA421310","Falmouth Heights West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA421310","Falmouth Heights West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA276288","Falmouth Yacht Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA276288","Falmouth Yacht Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA871439","Fifth Ave (boat launch)","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA871439","Fifth Ave (boat launch)","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA377157","First Encounter - Spit River","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA377157","First Encounter - Spit River","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA687258","First Encounter Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA687258","First Encounter Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA171456","Fisher","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA171456","Fisher","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA102069","Follins Pond","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA589398","Follins Pond","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA589398","Follins Pond","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA102069","Follins Pond","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA159424","Forest Street Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA159424","Forest Street Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA253281","Gilder Road Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA253281","Gilder Road Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA998571","Glendon Road - East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA998571","Glendon Road - East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA659742","Glendon Road - West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA659742","Glendon Road - West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA225468","Gray's Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA225468","Gray's Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA223002","Great Hollow","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA223002","Great Hollow","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA442429","Grey Neck","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA442429","Grey Neck","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA828337","Haigis","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA828337","Haigis","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA648803","Halliday Acres","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA648803","Halliday Acres","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA825255","Harborview","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA825255","Harborview","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA362280","Hardings East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA362280","Hardings East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA344903","Hardings West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA344903","Hardings West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA627070","Hawthorne Motel","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA627070","Hawthorne Motel","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA712301","Head of the Meadow (National Seashore)","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA712301","Head of the Meadow (National Seashore)","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA655640","Head of the Meadow (National)","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA655640","Head of the Meadow (National)","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA803827","Head of the Meadow (Town)","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA803827","Head of the Meadow (Town)","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA233164","Herring Cove (National Seashore)","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA233164","Herring Cove (National Seashore)","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA937664","Herring Cove (National)","Sampling Point 1","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA937664","Herring Cove (National)","Sampling Point 1","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA788803","Hideaway Village Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA788803","Hideaway Village Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA640881","Howes Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA640881","Howes Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA442481","Hyannis Yacht Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA442481","Hyannis Yacht Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA571350","Indian Neck","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA571350","Indian Neck","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA594400","Indian Trail","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA594400","Indian Trail","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA364061","Inman Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA364061","Inman Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA169911","Jacknife Harbor","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA169911","Jacknife Harbor","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA227893","Jetty Lane","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA227893","Jetty Lane","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA823928","Johnson Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA823928","Johnson Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA054886","Kalmus Ocean","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA054886","Kalmus Ocean","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA316598","Kalmus Yacht","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA316598","Kalmus Yacht","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA701268","Kellers Corner","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","3"
"2017","MA701268","Kellers Corner","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","3"
"2018","MA588301","Kendal Lane","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA588301","Kendal Lane","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA700735","Kennedy Memorial/Veterans Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA700735","Kennedy Memorial/Veterans Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA811251","Kent's Point","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","3"
"2017","MA811251","Kent's Point","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","3"
"2018","MA251641","Keyes Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA251641","Keyes Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA789600","Kingsbury","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA789600","Kingsbury","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA423205","Lighthouse","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA423205","Lighthouse","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA349158","Linnell Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA349158","Linnell Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA197136","Little Inn at Pleasant Bay","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA197136","Little Inn at Pleasant Bay","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA566674","Little Island Beach Preserve","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA566674","Little Island Beach Preserve","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA276490","Little River Road","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA276490","Little River Road","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA679664","Longnook","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA679664","Longnook","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
