beach_id,beach_name,state,county,reasons,indicators,sources,no_of_beach_actions,no_of_days_under_action,closure,rain_advisory,contamination_advisory
HI179708,Wahiawa Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI183312,Laniakea Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,56,0,12,0
HI183806,Pololu Valley,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,6,35,0,6,0
HI188157,"Pipeline, The",HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,70,0,12,0
HI191374,Kahalepohaku Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI193495,Pupukea Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,78,0,14,0
HI196120,Kanenelu Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,91,0,13,0
HI197311,Point Panic Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI199865,Keonenui Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,159,0,19,0
HI201901,Laniloa Peninsula (Beach),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,91,0,13,0
HI204811,Mo'omomi Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI206014,Kiowea Park (Kamehameha Coconut Grove),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI223059,Makole'a Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI224651,Punalu'u,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI225961,Naha Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI227321,McGregor Pt.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI227694,Pohue Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI229021,Honokeana Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,159,0,19,0
HI234342,Kaiona Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,54,0,12,0
HI236756,Waimaha'ihai Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,140,0,19,0
HI244505,Waikiki Beach Center,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI245235,Waimea Rec. Pier St. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,18,168,0,18,0
HI245556,Makena Landing Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,124,0,16,0
HI246645,Honaunau Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI247403,Polihale State Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI248913,Tongg's Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI253548,Fleming Beach North,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,25,199,0,25,0
HI253930,Ka'alawai Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI254097,Reeds Bay Park,HI,HAWAII,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, PUBLICLY-OWNED TREATMENT WORKS",16,316,0,15,1
HI256093,Old Kona Airport St. Rec. Area,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI261474,Kamakaokahonu,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI261869,Kauna'oa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI264001,Kalihiwai Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,17,174,0,17,0
HI266627,Kipu Kai,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI267023,White Plains Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,48,0,10,0
HI268134,Pohaku Mauliuli Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI269028,Yokohama Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI270737,Anahola Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,132,0,16,0
HI272280,Kane'ohe Bay,HI,HAWAII,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, PUBLICLY-OWNED TREATMENT WORKS",16,97,0,14,2
HI273526,Mahukona Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI276573,Ku'au Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,156,0,19,0
HI277808,Haula Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI278988,Wailea Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,124,0,16,0
HI279194,Waimanalo Bay St. Rec. Area,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,123,0,14,0
HI279887,Oneloa Beach (Big Beach),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI280286,Honolua Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,29,241,0,29,0
HI280920,Kahalui Harbor,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,21,170,0,21,0
HI280966,Maipalaoa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI284036,Waipuilani,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI287670,Hamoa,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,133,0,16,0
HI287930,Kepuhi Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI297944,Halepalaoa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI301825,Papaloa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI302297,Kakaako Waterfront,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI304424,Kawaiku'i Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,50,0,10,0
HI306071,"Ala Moana Beach Co. Park, D.H.",HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI309544,Camp Harold Erdman,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,50,0,10,0
HI312049,Kawailoa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,78,0,14,0
HI315019,Hilo Bayfront,HI,HAWAII,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, PUBLICLY-OWNED TREATMENT WORKS",17,319,0,15,2
HI315174,Honokohau Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI316864,Pohoiki Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,6,35,0,6,0
HI320616,Pine Trees,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI326172,Anaeho'omalu Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI329454,Wawamalu Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,8,41,0,8,0
HI329518,Sandy Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI330114,Waikoko Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,25,390,0,25,0
HI331785,Kiholo Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI338804,Anini Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,17,169,0,17,0
HI339656,Polo Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,124,0,16,0
HI343702,Waihe'e Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,21,168,0,21,0
HI344813,Kepuhi Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI352580,Hanama'ulu Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,154,0,16,0
HI353985,Kaloko (Queens) Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,8,41,0,8,0
HI358435,Shipwreck Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,83,0,9,0
HI360513,Kuli'ou'ou,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,66,0,11,0
HI362906,Shipwreck Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI363048,Pila'a Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,109,0,12,0
HI366432,Kahanamoku Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI371632,Waiakalua Nui Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,109,0,12,0
HI373055,Pu'unoa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,129,0,16,0
HI376731,Honouli Wai,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI377322,Kalahiki Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI379764,Manini Point Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI380623,Laupahoehoe Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,248,0,13,0
HI381812,Waialea Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI384043,Kawa'aloa Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI385259,Hanalei Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,25,238,0,25,0
HI385800,Huakini Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,133,0,16,0
HI391006,Kapalua (Fleming's) Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,159,0,19,0
HI391176,Kaluahole Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI391407,Kapoho Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,125,0,11,0
HI392082,Wai'ohai Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,83,0,9,0
HI396850,Po'ipu Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,83,0,9,0
HI402035,Kealia,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,17,133,0,17,0
HI404881,Kanaio Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI407363,Lahaina Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI410735,Fort Hase Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,54,0,11,0
HI410842,Kaluanui Beach,HI,HAWAII,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, PUBLICLY-OWNED TREATMENT WORKS",23,235,0,21,2
HI412224,Kuilima Cove,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,78,0,13,0
HI412391,Honokowai Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,18,151,0,18,0
HI412839,Iroquois Pt.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI417163,Halena Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI417823,Wainiha Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,244,0,13,0
HI418744,Anini Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,131,0,15,0
HI423064,Maliko Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,17,142,0,17,0
HI423413,Maunalua Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI425303,Radio Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,314,0,15,0
HI426406,North Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,54,0,11,0
HI430267,Maunalua Bay Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,66,0,11,0
HI431723,Kuilei Cliffs Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI432263,Kaihalulu Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,133,0,16,0
HI432476,Wailupe Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI432902,Honokohau Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,151,0,19,0
HI434882,Lawa'i Kai,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI436267,White Sands Beach Co. Pk. (Magic Sands),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI437024,Pu'uiki,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,65,0,12,0
HI443237,Pelekunu,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI446787,Kailua Beach Middle,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,71,0,14,0
HI451176,Hale'iwa Ali'i Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,90,0,15,0
HI451471,Hanauma Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,8,41,0,8,0
HI454004,Po'olau Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI459942,Kehena,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,6,35,0,6,0
HI462219,Papalaua,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI463097,Paukukalo Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,22,185,0,22,0
HI467112,Koko Kai Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,50,0,10,0
HI467413,Nanakuli Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,49,0,10,0
HI468251,Pakala (Makaweli),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,178,0,19,0
HI470112,Miloli'i Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI471097,Waimanalo Beach Co Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,92,0,13,0
HI471488,Kilauea Pt. Nat. Wildlife Ref.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,109,0,12,0
HI472847,Laie Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,91,0,13,0
HI478461,Pu'uhonua Pt. (Pu'u o Honaunau),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI478834,Papa'iloa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,46,0,10,0
HI481092,Kaupoa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI482300,Mantokuji Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,156,0,19,0
HI484535,Kualoa Sugar Mill Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,100,0,14,0
HI490010,Lapakahi St. Hist. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI491359,Olowalu,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,129,0,16,0
HI496115,Kama'ole Beach 3,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,17,132,0,17,0
HI502794,Nukoli'I Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,106,0,14,0
HI504242,Nanaikapono Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI505816,Waiakalua Iki Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,109,0,12,0
HI514168,Kealia Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI514582,Kahala,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI515191,Ihilani Kohola,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI519980,Mokulau,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,133,0,16,0
HI520271,Princeville,HI,HAWAII,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, PUBLICLY-OWNED TREATMENT WORKS",17,151,0,16,1
HI525524,Father Jules Papa,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,156,0,19,0
HI529142,Magic Island Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,46,0,10,0
HI530569,Kekaha Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,17,162,0,17,0
HI531535,Ehukai Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,78,0,14,0
HI533519,Kahili Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,109,0,12,0
HI534434,Waipi'o Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,6,35,0,6,0
HI535602,Kawa Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI540868,Leleiwi Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,129,0,12,0
HI542569,Sheraton Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,83,0,9,0
HI542752,Makaua Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,91,0,13,0
HI542822,Kalapana Beach (new) (Harry K. Brown Beach Co. Pk.),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI544313,Diamond Head,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI547745,Moloa'a Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,121,0,14,0
HI548986,Kahe Pt. Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI550240,Ihilani Ulua,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,45,0,10,0
HI553820,Hata's,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI554189,Ha'ena Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,250,0,15,0
HI555850,Fort DeRussy Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI556777,Papohaku Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI558359,Launiupoko St. Wayside,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,129,0,16,0
HI559049,Kanalukaha Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI559410,Keone'ele Cove,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI565164,Kapukuwahine Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI571680,Fagans Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI575467,Pahipahi'alua Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,72,0,13,0
HI579345,Pu'u Pehe Cove,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI580360,Ka'a'awa Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,100,0,14,0
HI582331,Holoholokai Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI585092,Kaiaka,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,78,0,14,0
HI587568,Pounders Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,98,0,16,0
HI588333,Ulua Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,124,0,16,0
HI588578,Napo'apo'o Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI593477,Kea'a Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,133,0,16,0
HI593573,Barbers Point Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI596989,Lanikai,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,55,0,11,0
HI598745,Paiko Lagoon,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,66,0,11,0
HI599968,Kapoli Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,146,0,19,0
HI602472,Kamoa Pt.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI603285,Wailau,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI606168,Wailua Beach,HI,HAWAII,"SEWAGE, RAINFALL",PREEMPTORY ACTION,"PUBLICLY-OWNED TREATMENT WORKS, STORM",26,295,0,25,1
HI607763,Keawakapu Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI612698,Kealia Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,50,0,10,0
HI615699,Manele Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI616452,2nd Beach (Next to Mahaiula),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI616569,Alaeloa Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,159,0,19,0
HI617815,Sans Souci St. Rec. Area,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,58,0,10,0
HI618345,Iliopi'i Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI619039,Kukui'ula Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,99,0,13,0
HI621002,Hapuna Beach St. Rec. Area,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI622160,Kaunala Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,14,78,0,14,0
HI627359,Kapu'a Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI627464,Ma'ili Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI628972,Hawaiian Electric Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI632106,Makaha Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,49,0,10,0
HI639551,Mauna Lahilahi Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI641109,Punalau,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,151,0,19,0
HI641844,Ka'ili'ili Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,129,0,16,0
HI643627,Ka'anapali,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,20,173,0,20,0
HI643938,Wawaloli Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI645485,Ka'ena Pt.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,50,0,10,0
HI646411,Hanaka'ilio Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,76,0,12,0
HI646762,Port Allen,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI647110,Manuka Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI647373,Kalepolepo Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,19,140,0,19,0
HI650469,Koki Beach Park (VFW),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,133,0,16,0
HI659453,Ice Pond (single point),HI,HAWAII,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, PUBLICLY-OWNED TREATMENT WORKS",16,316,0,15,1
HI659533,Poka'i Bay Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI665178,Palama Beach (Nomilu),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,93,0,11,0
HI665969,Puko'o,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,3,17,0,3,0
HI668132,Puako,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI668527,Wai'anae Regional Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI668562,Kaihalulu Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,78,0,13,0
HI669328,Kaupea Beach (Secret Beach),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,109,0,12,0
HI670254,James Kealoha Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,129,0,12,0
HI670326,Isaac Hale Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,12,138,0,12,0
HI674004,La Perouse Bay,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,15,118,0,15,0
HI681782,Kuhio Beach Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI682233,Nimitz Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,9,44,0,9,0
HI682678,Waipouli,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,125,0,16,0
HI684864,Po'olenalena Beach,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,16,124,0,16,0
HI685981,Ihilani Naia,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,10,45,0,10,0
HI691720,Lehia Beach Co. Pk.,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,11,125,0,11,0
HI691739,Old Kona Airport (Pawai),HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,5,25,0,5,0
HI693485,Kolekole Beach Co. Park,HI,HAWAII,RAINFALL,PREEMPTORY ACTION,STORM,13,248,0,13,0
